Name,Position,Team,Games,Season,Age,Salary,Goals,Assists,Goals_Sixty,Assists_Sixty,CF_Percent,PDO,CFRel_Percent,Corsi,CorsiFor,CorsiAgainst,Shots,TOI
Tomas.Kana,LR,CBJ,6,20092010,21,0.71,0,2,0,2.38,45.83,111.11,-2.03,-6,33,39,3,50.48
Boyd.Kane,L,PHI,1,20082009,30,0.5,0,0,0,0,41.18,100,-11.2,-3,7,10,0,8.91
Boyd.Kane,L,WSH,3,20092010,31,0.5,0,0,0,0,35.29,91.67,-14.47,-10,12,22,2,23.1
Evander.Kane,L,ATL,66,20092010,18,0.9,12,12,0.9,0.9,48.38,101.3,-0.81,-47,703,750,101,798.48
Evander.Kane,L,ATL,72,20102011,19,0.9,12,17,0.72,1.02,49.25,97.57,0.05,-28,925,953,163,1004.03
Evander.Kane,L,WPG,74,20112012,20,0.9,21,22,1.17,1.23,52.38,100.96,3.35,96,1057,961,219,1076.48
Evander.Kane,L,WPG,48,20122013,21,3,13,10,1,0.77,49.06,100,-0.71,-28,727,755,135,778.22
Evander.Kane,L,WPG,63,20132014,22,4.5,14,14,0.88,0.88,51.55,97.91,3.09,58,965,907,172,956.8
Evander.Kane,L,WPG,37,20142015,23,6,5,5,0.56,0.56,52.84,99.51,1.5,55,512,457,85,539.77
Evander.Kane,L,BUF,63,20152016,24,6,13,8,0.75,0.46,50.84,96.16,5.73,32,969,937,185,1037.62
Patrick.Kane,R,CHI,82,20072008,18,0.875,11,29,0.6,1.59,52.05,100.57,3.27,69,875,806,101,1091.73
Patrick.Kane,R,CHI,96,20082009,19,0.875,17,23,0.79,1.06,55.19,98.38,1.57,231,1228,997,176,1298.28
Patrick.Kane,R,CHI,104,20092010,20,0.875,28,40,1.1,1.57,57.58,99.4,3.2,411,1561,1150,212,1531.77
Patrick.Kane,R,CHI,80,20102011,21,6.5,21,29,1.04,1.43,55.47,100.57,4.24,243,1232,989,161,1214.73
Patrick.Kane,R,CHI,88,20112012,22,6,17,35,0.73,1.51,55.62,99.86,3.03,285,1410,1125,186,1388.35
Patrick.Kane,R,CHI,70,20122013,23,6,20,28,1.07,1.49,52.54,101.22,-3.37,101,1044,943,154,1126.67
Patrick.Kane,R,CHI,88,20132014,24,6.5,25,31,1.09,1.35,54.79,101.33,1.34,240,1373,1133,187,1381.36
Patrick.Kane,R,CHI,84,20142015,25,6.5,27,21,1.25,0.98,52.18,101.91,-1.38,109,1303,1194,147,1291.88
Patrick.Kane,R,CHI,73,20152016,26,13.8,21,30,1.08,1.55,52.63,102.12,2.57,113,1131,1018,150,1164.69
Kasperi.Kapanen,RL,TOR,4,20152016,19,0.925,0,0,0,0,56.63,100,4.01,11,47,36,5,49.97
Niko.Kapanen,C,PHX,79,20072008,29,NA,5,8,0.35,0.57,50.33,100.25,1.73,10,759,749,53,845.3
Sami.Kapanen,RL,PHI,90,20072008,34,NA,6,3,0.4,0.2,44.8,97.63,-2.46,-161,694,855,77,907.97
Paul.Kariya,L,STL,82,20072008,32,6,8,31,0.44,1.69,51,100.73,5.36,37,943,906,167,1097.93
Paul.Kariya,L,STL,11,20082009,33,6,2,3,0.85,1.28,49.78,106.77,5.57,-1,112,113,18,140.37
Paul.Kariya,L,STL,75,20092010,34,6,15,14,0.91,0.85,52.97,100.12,2.58,108,964,856,159,988.39
Andreas.Karlsson,C,T.B,58,20072008,32,NA,2,2,0.28,0.28,49.12,97.56,-0.57,-11,308,319,23,426.58
Erik.Karlsson,D,OTT,65,20092010,19,0.875,3,10,0.17,0.58,53.88,96.03,3.81,143,993,850,73,1041.72
Erik.Karlsson,D,OTT,75,20102011,20,0.875,8,10,0.37,0.46,51.18,97.14,2.02,58,1256,1198,117,1305.72
Erik.Karlsson,D,OTT,88,20112012,21,0.875,16,30,0.56,1.06,55,100.72,3.59,343,1885,1542,188,1703.38
Erik.Karlsson,D,OTT,27,20122013,22,5,3,9,0.34,1.03,56.7,101.31,6.02,143,605,462,66,524.53
Erik.Karlsson,D,OTT,82,20132014,23,5.5,14,23,0.51,0.84,54.78,99.1,4.24,317,1817,1500,170,1636.37
Erik.Karlsson,D,OTT,88,20142015,24,6.5,14,19,0.47,0.64,52.94,100.8,4.92,202,1817,1615,176,1788.34
Erik.Karlsson,D,OTT,74,20152016,25,7,10,29,0.38,1.11,51.56,99.77,7.25,94,1551,1457,141,1568.61
Melker.Karlsson,RC,S.J,53,20142015,24,0.825,12,8,0.99,0.66,54.47,98.43,5.07,123,750,627,82,726.61
Melker.Karlsson,RC,S.J,55,20152016,25,1.45,8,7,0.73,0.64,49.91,99.69,-2.26,-2,565,567,68,654.07
William.Karlsson,C,ANA/CBJ,21,20142015,21,0.925,3,1,0.85,0.28,49.09,102.72,-1.33,-7,189,196,20,212.24
William.Karlsson,C,CBJ,72,20152016,22,0.925,9,10,0.65,0.72,49.52,97.82,2.13,-14,720,734,80,831.55
Martins.Karsums,R,BOS/T.B,24,20082009,22,0.825,1,3,0.24,0.72,47.82,94.51,-0.35,-18,197,215,25,250.31
Lukas.Kaspar,LR,S.J,3,20072008,21,NA,0,0,0,0,59.7,90.67,3.61,13,40,27,5,32.92
Lukas.Kaspar,LR,S.J,13,20082009,22,0.6,2,1,1.1,0.55,59.46,95.47,5.06,35,110,75,9,109.27
Matt.Kassian,L,MIN,4,20102011,23,0.5,0,0,0,0,35.14,92.31,-11.78,-11,13,24,1,22.46
Matt.Kassian,L,MIN,24,20112012,24,0.525,2,0,0.95,0,42.04,98.21,-1.45,-36,95,131,11,126.47
Matt.Kassian,L,OTT,20,20122013,25,0.55,1,1,0.42,0.42,56.3,101.35,1.53,30,134,104,10,142.73
Matt.Kassian,L,OTT,33,20132014,26,0.6,0,1,0,0.4,47.29,98.23,-4.67,-15,131,146,11,151.49
Zack.Kassian,R,BUF/VAN,48,20112012,20,0.9,4,5,0.49,0.61,50.71,100.26,-0.89,12,427,415,48,488.82
Zack.Kassian,R,VAN,43,20122013,21,0.9,5,3,0.58,0.35,48.5,98.91,-4.36,-27,437,464,40,518.16
Zack.Kassian,R,VAN,73,20132014,22,0.81,13,15,0.88,1.02,50.94,100.42,-0.71,31,838,807,74,882.62
Zack.Kassian,R,VAN,42,20142015,23,1.5,9,6,1.08,0.72,49.78,98.32,-1.83,-4,443,447,40,499.81
Zack.Kassian,R,EDM,29,20152016,24,2,3,5,0.51,0.85,45.26,97.28,-4.85,-61,291,352,28,352.63
Mark.Katic,D,NYI,11,20102011,21,0.637,0,1,0,0.44,44.88,92.68,-3.5,-26,114,140,6,136.89
Bracken.Kearns,LC,FLA,5,20112012,30,0.7,0,0,0,0,35.85,100,-12.92,-15,19,34,0,37.15
Bracken.Kearns,LC,S.J,8,20122013,31,0.55,0,0,0,0,46.32,95.83,-2.95,-7,44,51,4,64.07
Bracken.Kearns,LC,S.J,25,20132014,32,0.55,2,2,0.42,0.42,52.65,95.92,-0.41,28,278,250,31,285.93
Duncan.Keith,D,CHI,82,20072008,24,1.4,9,12,0.38,0.5,50.62,102.39,1.4,28,1140,1112,92,1428.65
Duncan.Keith,D,CHI,94,20082009,25,1.6,2,23,0.07,0.8,54.74,100.13,0.68,277,1599,1322,138,1718.63
Duncan.Keith,D,CHI,104,20092010,26,1.9,10,43,0.3,1.28,56.12,98.75,1.31,463,2122,1659,177,2016.45
Duncan.Keith,D,CHI,89,20102011,27,8,6,16,0.2,0.54,54.32,98.22,3.76,288,1811,1523,133,1784.36
Duncan.Keith,D,CHI,80,20112012,28,8,3,20,0.11,0.73,53.39,99.32,-0.35,208,1638,1430,123,1636.89
Duncan.Keith,D,CHI,69,20122013,29,8,3,18,0.14,0.82,54.77,102.86,-0.05,216,1241,1025,91,1309.92
Duncan.Keith,D,CHI,98,20132014,30,7.65,7,36,0.23,1.17,54.81,101.34,1.37,328,1870,1542,146,1845.16
Duncan.Keith,D,CHI,103,20142015,31,7.6,10,27,0.3,0.8,55.39,100.74,4.17,433,2223,1790,138,2031.81
Duncan.Keith,D,CHI,63,20152016,32,7.5,4,14,0.21,0.73,52.27,99.53,2.83,96,1107,1011,84,1148.78
Matt.Keith,R,NYI,3,20072008,24,NA,0,0,0,0,50,85.71,4.08,0,15,15,3,18.88
Ryan.Keller,R,OTT,6,20092010,25,0.5,0,0,0,0,60.78,92.31,9.4,11,31,20,5,38.14
Chris.Kelly,LC,OTT,75,20072008,26,NA,9,16,0.6,1.07,49.13,100.02,-3.05,-26,734,760,87,898.98
Chris.Kelly,LC,OTT,82,20082009,27,2.5,10,8,0.62,0.49,48.43,96.56,-1.04,-50,769,819,92,973.33
Chris.Kelly,LC,OTT,86,20092010,28,2,12,20,0.71,1.18,50.03,97.01,-1.55,1,861,860,92,1019.99
Chris.Kelly,LC,BOS/OTT,106,20102011,29,2,13,17,0.59,0.77,48.88,98.23,-2.55,-51,1109,1160,108,1318.26
Chris.Kelly,LC,BOS,89,20112012,30,2,17,17,0.94,0.94,52.23,104.16,-2.43,87,1017,930,97,1079.52
Chris.Kelly,LC,BOS,56,20122013,31,2.5,4,7,0.35,0.61,49.47,95.25,-4.4,-13,604,617,50,691.83
Chris.Kelly,LC,BOS,57,20132014,32,3.5,6,9,0.53,0.79,51.46,101.14,-4.06,34,601,567,49,680.82
Chris.Kelly,LC,BOS,80,20142015,33,3.5,5,18,0.29,1.06,51.59,99.94,-0.14,55,894,839,90,1018.73
Chris.Kelly,LC,BOS,11,20152016,34,2.5,1,0,0.53,0,39.89,103.52,-13.89,-38,75,113,5,113.09
Steve.Kelly,C,MIN,2,20072008,30,NA,0,0,0,0,44.44,100,-7.15,-1,4,5,1,6.91
Joonas.Kemppainen,F,BOS,44,20152016,27,0.792,1,3,0.13,0.38,42.25,98.65,-8.02,-131,357,488,32,469.33
Ronalds.Kenins,L,VAN,35,20142015,23,0.718,5,9,0.7,1.26,47.91,101.21,-4.72,-31,355,386,37,427.3
Ronalds.Kenins,L,VAN,6,20152016,24,0.6,0,0,0,0,41.84,96.3,-4.2,-16,41,57,6,67.92
Tim.Kennedy,LC,BUF,1,20082009,22,0.635,0,0,0,0,50,100,2.38,0,6,6,1,11.33
Tim.Kennedy,LC,BUF,83,20092010,23,0.635,10,17,0.63,1.07,47.72,101.05,-2.69,-79,825,904,86,957.3
Tim.Kennedy,LC,FLA,6,20102011,24,0.55,0,1,0,0.98,40.82,101.1,-9.05,-18,40,58,2,61.4
Tim.Kennedy,LC,FLA,27,20112012,25,0.55,1,1,0.21,0.21,45.54,92.99,-4.46,-40,204,244,21,280.23
Tim.Kennedy,LC,S.J,16,20122013,26,0.675,2,0,0.65,0,46.55,98.45,-2.25,-23,155,178,19,183.66
Tim.Kennedy,LC,PHX,37,20132014,27,0.7,2,6,0.28,0.84,50.44,99.17,-2.55,7,401,394,38,427.17
Tyler.Kennedy,RL,PIT,75,20072008,21,0.55,9,10,0.69,0.77,47.03,101.97,1.92,-78,617,695,118,783.95
Tyler.Kennedy,RL,PIT,91,20082009,22,0.55,18,20,0.95,1.06,52.76,101.3,5.47,114,1091,977,198,1136.4
Tyler.Kennedy,RL,PIT,73,20092010,23,0.725,12,12,0.85,0.85,55.65,99.75,3.66,187,921,734,168,851.03
Tyler.Kennedy,RL,PIT,87,20102011,24,0.725,13,16,0.74,0.91,56.53,98.87,4.59,261,1129,868,192,1059.04
Tyler.Kennedy,RL,PIT,66,20112012,25,2,12,19,0.87,1.37,57.3,100.32,3.26,225,883,658,175,830.33
Tyler.Kennedy,RL,PIT,55,20122013,26,2,6,5,0.59,0.5,48.69,99.55,-0.42,-29,537,566,91,605.99
Tyler.Kennedy,RL,S.J,67,20132014,27,2.35,4,11,0.31,0.84,52.2,96.23,-1.7,68,806,738,129,782.96
Tyler.Kennedy,RL,NYI/S.J,41,20142015,28,2.35,6,7,0.82,0.95,54.29,97.47,1.81,78,494,416,79,441.18
Tyler.Kennedy,RL,N.J,46,20152016,29,NA,2,8,0.22,0.89,50.06,96.3,4.89,1,418,417,56,541.77
Michael.Keranen,RC,MIN,1,20152016,25,0.675,0,0,0,0,50,66.67,0,0,6,6,0,6.38
Tanner.Kero,F,CHI,17,20152016,23,0.667,0,2,0,0.66,45.59,98.68,-8.34,-29,150,179,22,180.97
Ryan.Kesler,C,VAN,80,20072008,23,1.75,13,11,0.77,0.65,49.47,100.01,1.66,-18,835,853,116,1015.95
Ryan.Kesler,C,VAN,91,20082009,24,1.75,15,21,0.78,1.09,51.05,100.53,2.86,41,999,958,125,1156.03
Ryan.Kesler,C,VAN,94,20092010,25,1.75,11,37,0.52,1.76,54.51,99.35,3.66,209,1264,1055,143,1262.71
Ryan.Kesler,C,VAN,107,20102011,26,5,22,21,0.88,0.84,56.7,100.85,6.02,386,1633,1247,191,1501.4
Ryan.Kesler,C,VAN,82,20112012,27,5,10,13,0.54,0.7,56.04,100.82,4.66,256,1187,931,134,1114.33
Ryan.Kesler,C,VAN,21,20122013,28,5,3,6,0.63,1.25,49.5,98.06,-2.32,-5,248,253,26,287.85
Ryan.Kesler,C,VAN,77,20132014,29,5,14,11,0.73,0.58,52.4,99.56,1.64,106,1155,1049,122,1145.55
Ryan.Kesler,C,ANA,97,20142015,30,5,15,20,0.66,0.88,51.11,99.99,-0.33,57,1314,1257,134,1363.82
Ryan.Kesler,C,ANA,72,20152016,31,5,10,10,0.6,0.6,53.83,98.19,1.19,137,963,826,94,995.46
Phil.Kessel,R,BOS,85,20072008,19,0.85,13,16,0.75,0.93,53.75,98.97,3.31,138,989,851,155,1034.6
Phil.Kessel,R,BOS,80,20082009,20,0.85,29,20,1.63,1.12,52.5,105.47,2.42,104,1094,990,175,1067.14
Phil.Kessel,R,TOR,70,20092010,21,4.5,21,17,1.24,1.01,53.78,99.92,1.76,157,1117,960,187,1013.38
Phil.Kessel,R,TOR,82,20102011,22,6,18,19,0.88,0.93,46.62,99.29,-1.72,-171,1179,1350,215,1220.53
Phil.Kessel,R,TOR,82,20112012,23,6,22,28,1.03,1.31,49.33,99.55,0.66,-35,1294,1329,196,1280.57
Phil.Kessel,R,TOR,55,20122013,24,5.1,17,19,1.21,1.36,46.07,103.64,3.32,-144,845,989,124,841.27
Phil.Kessel,R,TOR,82,20132014,25,5.4,27,28,1.22,1.26,44.13,102.46,2.07,-327,1230,1557,188,1330.08
Phil.Kessel,R,TOR,82,20142015,26,10,14,16,0.74,0.84,45.93,98,-0.74,-192,1084,1276,172,1142.33
Phil.Kessel,R,PIT,72,20152016,27,10,15,15,0.9,0.9,53.21,100.45,1.05,122,1012,890,145,1001.19
Jujhar.Khaira,LC,EDM,15,20152016,21,0.925,0,2,0,0.78,46.39,98.62,2.19,-21,135,156,14,153.13
Alexander.Khokhlachev,CL,BOS,1,20132014,20,0.767,0,0,0,0,36.84,100,1.29,-5,7,12,2,14.94
Alexander.Khokhlachev,CL,BOS,3,20142015,21,0.818,0,0,0,0,45.45,86.67,-9.66,-3,15,18,1,20.79
Alexander.Khokhlachev,CL,BOS,5,20152016,22,0.775,0,0,0,0,53.76,92.31,6.69,7,50,43,4,49.61
Chad.Kilger,LC,TOR,53,20072008,30,NA,9,7,1.01,0.78,46.82,101.51,-6.79,-60,442,502,58,536.17
Alex.Killorn,LR,T.B,38,20122013,23,0.875,5,9,0.6,1.07,48.41,99.13,0.57,-28,425,453,61,502.46
Alex.Killorn,LR,T.B,86,20132014,24,0.875,12,19,0.59,0.94,51.49,100.6,1.03,65,1124,1059,142,1210.37
Alex.Killorn,LR,T.B,97,20142015,25,2.4,19,27,0.85,1.21,53.99,100.05,2.52,188,1271,1083,140,1343.73
Alex.Killorn,LR,T.B,72,20152016,26,2.7,6,19,0.37,1.18,52.91,101.1,1.55,100,910,810,93,965.13
Jakub.Kindl,D,DET,3,20092010,22,0.765,0,0,0,0,35.71,90,-21.1,-12,15,27,1,25.02
Jakub.Kindl,D,DET,48,20102011,23,0.75,2,2,0.2,0.2,51.27,98.16,-1.91,29,584,555,53,601.26
Jakub.Kindl,D,DET,55,20112012,24,0.85,1,11,0.08,0.92,54.21,100.94,-1.01,102,657,555,56,715.13
Jakub.Kindl,D,DET,55,20122013,25,1.05,3,10,0.22,0.74,53.61,104.23,1.49,105,780,675,62,816.17
Jakub.Kindl,D,DET,70,20132014,26,1.6,2,10,0.12,0.58,51.51,100.49,0.78,52,889,837,62,1033.99
Jakub.Kindl,D,DET,36,20142015,27,2.5,3,3,0.38,0.38,58.15,100.63,4.23,129,460,331,33,471
Jakub.Kindl,D,FLA/DET,35,20152016,28,2.5,1,4,0.12,0.49,56.29,100.31,7.13,107,479,372,40,486.58
D.J..King,L,STL,61,20072008,23,NA,3,3,0.53,0.53,46.27,96.84,-1.34,-35,217,252,33,337.96
D.J..King,L,STL,1,20082009,24,NA,0,1,0,7.68,21.43,188.89,-27.78,-8,3,11,0,7.82
D.J..King,L,STL,12,20092010,25,NA,0,0,0,0,54.65,81.82,-3.24,8,47,39,5,51.74
D.J..King,L,WSH,16,20102011,26,NA,0,2,0,1.33,44.14,94.46,-4.4,-17,64,81,6,90.25
D.J..King,L,WSH,1,20112012,27,NA,0,0,0,0,41.67,100,-5.77,-2,5,7,1,6.57
Dwight.King,RL,L.A,6,20102011,21,0.56,0,0,0,0,44.95,93.56,-5.18,-11,49,60,3,70.81
Dwight.King,RL,L.A,47,20112012,22,0.585,8,8,0.83,0.83,54.39,100.8,-1.04,91,564,473,59,577.99
Dwight.King,RL,L.A,65,20122013,23,0.75,4,8,0.29,0.59,52.75,96.3,-1.77,73,699,626,73,817.46
Dwight.King,RL,L.A,103,20132014,24,0.75,13,21,0.59,0.95,57.72,99.82,2.19,381,1424,1043,116,1324.53
Dwight.King,RL,L.A,81,20142015,25,1.75,12,11,0.7,0.65,54.54,99.63,-1.18,169,1015,846,104,1022.42
Dwight.King,RL,L.A,37,20152016,26,2,6,5,0.78,0.65,51.79,99.48,-4.69,31,448,417,27,463.04
Jason.King,LR,ANA,4,20072008,26,NA,0,0,0,0,57.69,75,-5.86,8,30,22,2,35.46
Geoff.Kinrade,D,T.B,1,20082009,23,0,0,0,0,0,50,80,14.29,0,11,11,1,12.12
Linus.Klasen,LR,NSH,4,20102011,24,0.765,0,0,0,0,62.5,81.25,7.64,18,45,27,3,46.22
Ken.Klee,D,ATL,72,20072008,36,1.25,1,7,0.05,0.35,46.14,99.92,4.76,-149,890,1039,49,1185.92
Ken.Klee,D,ANA/PHX,70,20082009,37,1.25,1,9,0.07,0.59,47.42,102.09,2.32,-80,734,814,45,914.11
Oscar.Klefbom,D,EDM,17,20132014,20,0.925,1,2,0.25,0.49,44.26,95.18,0.99,-49,189,238,11,243.32
Oscar.Klefbom,D,EDM,60,20142015,21,0.925,2,14,0.11,0.75,49.8,95.58,4.28,-8,1011,1019,83,1116.41
Oscar.Klefbom,D,EDM,30,20152016,22,0.833,4,5,0.48,0.6,50.8,98.46,3.47,14,443,429,31,498.06
Kevin.Klein,D,NSH,13,20072008,22,NA,0,2,0,0.69,47.43,95.35,-3.07,-13,120,133,13,174.72
Kevin.Klein,D,NSH,63,20082009,23,0.5,3,8,0.25,0.66,50.28,101.94,0.93,7,627,620,33,722.27
Kevin.Klein,D,NSH,87,20092010,24,0.8,0,8,0,0.34,48.59,97.21,-3.99,-68,1170,1238,59,1402.69
Kevin.Klein,D,NSH,93,20102011,25,1.35,3,16,0.12,0.61,45.81,102.84,-5.06,-225,1230,1455,97,1560.98
Kevin.Klein,D,NSH,76,20112012,26,1.35,6,16,0.29,0.76,43.61,99.92,-4.63,-278,949,1227,85,1262.72
Kevin.Klein,D,NSH,47,20122013,27,1.35,3,10,0.23,0.77,46.29,100.39,0,-97,605,702,48,782.95
Kevin.Klein,D,NSH/NYR,102,20132014,28,3,2,10,0.08,0.4,47.76,99.45,-2.02,-120,1280,1400,84,1491.22
Kevin.Klein,D,NYR,79,20142015,29,3,7,20,0.33,0.94,48.69,103,-2.26,-61,1138,1199,83,1279.55
Kevin.Klein,D,NYR,60,20152016,30,3,6,10,0.35,0.59,48.7,103.4,3.65,-47,878,925,41,1023.75
Anton.Klementyev,D,NYI,1,20092010,19,0.65,0,0,0,0,66.67,100,16.67,2,4,2,0,5.38
Jon.Klemm,DR,L.A,22,20072008,37,NA,0,0,0,0,29.77,97.53,-18.47,-121,89,210,5,192.66
Rostislav.Klesla,D,CBJ,82,20072008,25,1.45,3,5,0.13,0.22,51.35,99.82,-1.48,57,1083,1026,80,1365.83
Rostislav.Klesla,D,CBJ,38,20082009,26,1.65,1,4,0.1,0.4,50.1,102.15,-2.4,2,489,487,19,593.68
Rostislav.Klesla,D,CBJ,26,20092010,27,2.25,2,4,0.31,0.61,43.64,99.24,-7.97,-86,295,381,16,392.26
Rostislav.Klesla,D,CBJ/PHX,65,20102011,28,2.975,3,6,0.19,0.37,45.61,100.88,-5.66,-157,816,973,60,972.17
Rostislav.Klesla,D,PHX,80,20112012,29,2.975,4,13,0.19,0.62,45.19,101.97,-3.76,-241,1133,1374,99,1262.8
Rostislav.Klesla,D,PHX,38,20122013,30,2.975,2,5,0.21,0.52,47.96,100.53,-3.05,-44,517,561,40,573.31
Rostislav.Klesla,D,PHX,25,20132014,31,2.975,1,3,0.19,0.56,52.43,98.83,0.49,31,335,304,16,321
Carl.Klingberg,RL,ATL,1,20102011,19,0.74,0,0,0,0,54.55,NA,-10.01,1,6,5,0,9.64
Carl.Klingberg,RL,WPG,6,20112012,20,0.74,0,0,0,0,67.8,90.91,22.64,21,40,19,7,30.17
Carl.Klingberg,RL,WPG,3,20132014,22,0.75,1,0,2.54,0,46.67,118.18,-6.95,-3,21,24,2,23.58
Carl.Klingberg,RL,WPG,2,20142015,23,0.65,0,0,0,0,44.44,80,1.84,-1,4,5,0,5.97
John.Klingberg,D,DAL,65,20142015,22,0.71,8,16,0.42,0.85,53.55,101.34,1.84,163,1229,1066,59,1134.75
John.Klingberg,D,DAL,67,20152016,23,2.25,4,22,0.2,1.08,56.03,100.09,4.41,303,1407,1104,99,1220.49
Rob.Klinkhammer,L,CHI,1,20102011,24,0.5,0,0,0,0,38.89,125,-18.01,-4,7,11,1,12.43
Rob.Klinkhammer,L,OTT,15,20112012,25,0.525,0,2,0,0.79,58.16,98.82,3.75,46,164,118,23,151.02
Rob.Klinkhammer,L,PHX,22,20122013,26,0.65,4,6,0.95,1.42,54.09,104.69,4.71,38,251,213,27,253.9
Rob.Klinkhammer,L,PHX,72,20132014,27,0.6,9,9,0.69,0.69,53.71,100.11,3.97,107,775,668,92,782.81
Rob.Klinkhammer,L,EDM/PIT/ARI,69,20142015,28,0.65,5,4,0.39,0.31,47.87,97.84,-0.27,-54,608,662,59,775.93
Rob.Klinkhammer,L,EDM,14,20152016,29,0.725,1,0,0.46,0,42.79,90.77,-8.42,-30,89,119,8,129.62
Corban.Knight,C,CGY,7,20132014,23,0.9,1,0,1.03,0,42.86,94.05,-7.75,-14,42,56,2,58.19
Corban.Knight,C,CGY,2,20142015,24,0.9,0,0,0,0,52.38,100,8.72,1,11,10,2,12.86
Corban.Knight,C,FLA,20,20152016,25,0.75,2,4,0.63,1.26,41.85,106.55,-6.02,-44,113,157,9,190
Mike.Knuble,R,PHI,94,20072008,35,2.8,13,13,0.66,0.66,48.05,99.88,1.98,-84,1033,1117,116,1180.84
Mike.Knuble,R,PHI,88,20082009,36,2.8,17,10,0.91,0.54,48.44,99.35,0.93,-66,1026,1092,131,1116.83
Mike.Knuble,R,WSH,75,20092010,37,2.8,21,19,1.27,1.15,54.95,102.8,1.46,196,1087,891,109,990.09
Mike.Knuble,R,WSH,84,20102011,38,2.8,15,9,0.77,0.46,51.26,100.3,-0.1,58,1184,1126,152,1165.64
Mike.Knuble,R,WSH,83,20112012,39,2,7,9,0.47,0.6,45.11,99.59,-2.84,-155,715,870,81,901.52
Mike.Knuble,R,PHI,28,20122013,40,0.75,3,3,0.61,0.61,46.78,98.74,-0.83,-35,254,289,22,294.07
Chuck.Kobasew,R,BOS,73,20072008,25,NA,9,11,0.6,0.73,47.4,101.32,-4.94,-76,693,769,89,903.98
Chuck.Kobasew,R,BOS,78,20082009,26,2,16,21,0.97,1.28,45.77,103.45,-5.73,-138,746,884,107,986.34
Chuck.Kobasew,R,BOS/MIN,49,20092010,27,2.5,6,6,0.62,0.62,41.53,99.87,-9.06,-170,417,587,54,581.67
Chuck.Kobasew,R,MIN,63,20102011,28,2.5,9,7,0.8,0.62,42.59,100.31,-2.93,-173,497,670,61,678.18
Chuck.Kobasew,R,COL,58,20112012,29,1.25,6,6,0.64,0.64,46.47,97.29,-5.76,-71,468,539,51,562.86
Chuck.Kobasew,R,COL,37,20122013,30,1.25,5,4,0.87,0.7,45.81,105.29,-3.1,-52,284,336,36,344.55
Chuck.Kobasew,R,PIT,33,20132014,31,0.55,2,0,0.37,0,45.27,100.75,-3.38,-51,244,295,31,328.02
David.Koci,L,CHI,18,20072008,26,NA,0,0,0,0,47.62,88.89,-4.57,-4,40,44,2,64.87
David.Koci,L,STL/T.B,37,20082009,27,0.525,1,1,0.27,0.27,46.24,101.42,-1.43,-28,172,200,12,223.73
David.Koci,L,COL,43,20092010,28,0.575,1,0,0.44,0,37.74,99.33,-6.88,-52,80,132,5,135.19
David.Koci,L,COL,35,20102011,29,0.575,1,0,0.4,0,41.09,96.66,-6.81,-46,106,152,8,148.71
Slater.Koekkoek,D,T.B,3,20142015,20,0.925,0,0,0,0,50.6,100.76,2.63,1,42,41,5,41.46
Slater.Koekkoek,D,T.B,6,20152016,21,0.925,0,1,0,0.99,54.62,102.14,7.39,11,65,54,6,60.75
Dustin.Kohn,D,NYI,22,20092010,22,0.735,0,4,0,0.97,47.14,100.81,-3.02,-24,198,222,7,248.28
Ville.Koistinen,D,NSH,48,20072008,25,NA,2,4,0.2,0.4,50.38,104.7,0.13,8,533,525,32,602.07
Ville.Koistinen,D,NSH,38,20082009,26,0.7,1,4,0.14,0.56,45.59,103.11,-3.87,-67,346,413,26,431.31
Ville.Koistinen,D,FLA,17,20092010,27,1,0,2,0,1.31,43.21,103.04,-1.34,-22,70,92,6,91.46
Mikko.Koivu,C,MIN,63,20072008,24,2.7,12,18,0.82,1.23,52.86,103.1,3.78,83,766,683,96,880.26
Mikko.Koivu,C,MIN,79,20082009,25,3.3,8,20,0.43,1.08,50.23,100.55,4.15,9,979,970,136,1106.17
Mikko.Koivu,C,MIN,80,20092010,26,3.3,13,26,0.71,1.42,52.09,101.29,5.6,78,971,893,140,1099.32
Mikko.Koivu,C,MIN,71,20102011,27,3.7,6,26,0.38,1.63,48.13,101.84,4.05,-61,785,846,122,954.45
Mikko.Koivu,C,MIN,55,20112012,28,7.29,4,13,0.3,0.98,45.38,101.91,2.02,-132,648,780,71,797.4
Mikko.Koivu,C,MIN,53,20122013,29,5.4,7,12,0.53,0.91,54.39,96.93,7.93,118,731,613,93,794.51
Mikko.Koivu,C,MIN,78,20132014,30,7.29,9,21,0.48,1.12,56.5,98.34,7.84,248,1078,830,122,1129.9
Mikko.Koivu,C,MIN,90,20142015,31,5.4,8,20,0.39,0.99,53.55,99.3,3.97,149,1124,975,104,1217.15
Mikko.Koivu,C,MIN,73,20152016,32,7.29,4,21,0.23,1.21,52.62,100.84,6.28,94,945,851,86,1042.59
Saku.Koivu,C,MTL,84,20072008,32,4.75,8,20,0.46,1.16,48.39,100.68,1.83,-64,960,1024,92,1035.31
Saku.Koivu,C,MTL,69,20082009,33,4.75,8,22,0.6,1.65,49.16,102.59,1.16,-26,761,787,69,802.02
Saku.Koivu,C,ANA,71,20092010,34,3.25,11,16,0.72,1.04,51.15,102.54,5.06,38,843,805,56,921.73
Saku.Koivu,C,ANA,81,20102011,35,2.5,12,17,0.65,0.92,43.14,101.2,-1.4,-284,893,1177,59,1112.68
