Player,Team,Pos,Min,Shots,UnAst.Percent,G,xG,G_xG_diff,KP,A,xA,xG_xA_sum,Touch.Percent,Year
Pa Modou Kah,POR,D,1922,7,0.143,0,0.57,-0.57,6,0,0.62,1.19,0.086,2013
Sanna Nyassi,MTL,M,1265,20,0.2,1,1.57,-0.57,17,1,1.96,3.54,0.075,2013
Ethan Finlay,CLB,F,467,4,0,0,0.58,-0.58,9,0,0.49,1.07,0.08,2013
Deshorn Brown,COL,F,2290,97,0.268,10,10.58,-0.58,17,3,1.52,12.1,0.062,2013
Brian Ching,HOU,F,296,5,0.2,0,0.59,-0.59,7,1,0.86,1.45,0.092,2013
Egidio Arevalo Rios,CHI,M,824,11,0.364,0,0.59,-0.59,4,0,0.19,0.78,0.116,2013
Michael Lahoud,PHI,M,508,5,0.6,0,0.59,-0.59,1,0,0.03,0.63,0.094,2013
Markus Holgersson,NYRB,D,3061,8,0,0,0.6,-0.6,5,1,0.46,1.06,0.087,2013
Sainey Nyassi,DCU,M,725,10,0.1,0,0.6,-0.6,1,0,0.21,0.81,0.075,2013
Davy Arnaud,MTL,M,1878,13,0.308,1,1.61,-0.61,23,5,3.32,4.93,0.1,2013
A.J. DeLaGarza,LA,D,2531,2,0,0,0.61,-0.61,8,0,0.88,1.48,0.085,2013
Jermaine Taylor,HOU,D,2295,8,0.375,0,0.61,-0.61,8,1,0.53,1.14,0.097,2013
Kofi Sarkodie,HOU,D,3133,12,0.417,0,0.62,-0.62,22,3,2.14,2.75,0.1,2013
Ty Harden,SJ,D,628,3,0.667,0,0.62,-0.62,2,0,0.19,0.81,0.095,2013
Sam Garza,SJ,F,116,3,0.333,0,0.63,-0.63,1,0,0.03,0.66,0.085,2013
Miller Bola–os,CHV,M,251,10,0.3,0,0.64,-0.64,2,0,0.04,0.68,0.089,2013
Nick DeLeon,DCU,M,2010,37,0.135,2,2.64,-0.64,24,1,1.98,4.62,0.086,2013
Doneil Henry,TOR,D,1828,7,0.429,0,0.64,-0.64,6,2,1.18,1.83,0.083,2013
Ramiro Corrales,SJ,M,904,14,0.357,0,0.65,-0.65,12,1,1.14,1.8,0.111,2013
Colin Clark,LA,M,375,6,0.167,0,0.65,-0.65,2,0,0.22,0.87,0.081,2013
Dominic Dwyer,SKC,F,736,28,0.143,2,2.66,-0.66,10,2,0.77,3.43,0.055,2013
Mamadou Danso,POR,D,1459,6,0,0,0.68,-0.68,0,0,0,0.68,0.077,2013
Victor Bernardez,SJ,D,2408,17,0.529,1,1.68,-0.68,6,1,0.42,2.11,0.09,2013
Zach Scott,SEA,D,1590,7,0.143,0,0.69,-0.69,4,0,0.32,1.01,0.094,2013
David Estrada,SEA,F,553,5,0.4,0,0.69,-0.69,4,0,0.17,0.86,0.083,2013
Gonzalo Segares,CHI,D,3028,12,0.25,0,0.69,-0.69,24,1,1.41,2.1,0.105,2013
Steven Caldwell,TOR,D,2206,12,0.167,1,1.7,-0.7,5,1,0.31,2.01,0.085,2013
Paulo Nagamura,SKC,M,1563,17,0.353,0,0.7,-0.7,6,0,0.29,1,0.083,2013
Agustin Viana,CLB,D,1587,12,0.167,0,0.7,-0.7,8,0,0.58,1.29,0.114,2013
Cam Weaver,HOU,F,792,21,0.095,2,2.71,-0.71,14,0,1.14,3.85,0.081,2013
Juan Carlos Toja,NE,M,967,12,0.417,1,1.71,-0.71,6,0,0.67,2.38,0.113,2013
Alvas Powell,POR,D,411,4,0,0,0.73,-0.73,2,0,0.39,1.13,0.101,2013
Jose Kleberson,PHI,M,576,24,0.417,1,1.76,-0.76,11,2,1.2,2.95,0.103,2013
Reggie Lambe,TOR,M,1973,11,0.182,0,0.79,-0.79,18,1,1.45,2.24,0.085,2013
Konrad Warzycha,CLB,M,327,10,0.4,0,0.8,-0.8,2,0,0.43,1.23,0.093,2013
Brad Rusin,VAN,D,1482,9,0,0,0.8,-0.8,2,0,0.39,1.19,0.08,2013
Omar Cummings,HOU,F,232,8,0,0,0.8,-0.8,4,0,0.2,1,0.068,2013
Cordell Cato,SJ,M,1107,19,0.211,1,1.8,-0.8,18,2,1.72,3.53,0.091,2013
Luis Silva,DCU,F,2073,45,0.267,3,3.81,-0.81,48,3,4.41,8.22,0.089,2013
Jose Valencia,POR,F,717,20,0.25,1,1.81,-0.81,12,3,1.94,3.75,0.067,2013
Stephen McCarthy,NE,D,1674,8,0.125,0,0.83,-0.83,3,0,0.71,1.53,0.088,2013
Young-Pyo Lee,VAN,D,2923,12,0.333,0,0.83,-0.83,22,2,2.14,2.97,0.124,2013
Chris Tierney,NE,D,2520,19,0.421,1,1.83,-0.83,44,5,6.18,8.01,0.113,2013
Erick Neres da Cruz,FCD,M,687,7,0.429,0,0.83,-0.83,0,0,0,0.83,0.078,2013
Hendry Thomas,COL,M,2446,33,0.333,2,2.84,-0.84,10,1,1.6,4.45,0.11,2013
Bobby Burling,CHV,D,1780,11,0,0,0.87,-0.87,5,0,0.29,1.16,0.092,2013
Patrick Ianni,SEA,D,756,5,0,0,0.89,-0.89,1,0,0.05,0.94,0.088,2013
Dimitry Imbongo Boele,NE,F,1219,30,0.133,3,3.91,-0.91,17,3,1.85,5.76,0.076,2013
Clint Dempsey,SEA,F,698,32,0.219,1,1.93,-0.93,11,0,0.96,2.89,0.104,2013
Antonio Ribeiro,NYRB,M,1058,19,0.842,0,0.94,-0.94,24,1,2.03,2.97,0.119,2013
Omar Gonzalez,LA,D,2502,19,0,1,1.94,-0.94,14,2,2.38,4.32,0.097,2013
Justin Meram,CLB,M,852,21,0.095,1,1.95,-0.95,14,1,1.8,3.75,0.094,2013
Nana Attakora,SJ,D,707,6,0,0,0.96,-0.96,1,0,0.06,1.02,0.084,2013
Danny Mwanga,COL,F,613,9,0.111,0,0.96,-0.96,6,0,0.22,1.18,0.063,2013
Matthew Fondy,CHV,F,259,12,0,0,0.97,-0.97,4,0,0.45,1.41,0.076,2013
Alan Gordon,SJ,F,1555,40,0.225,4,5,-1,17,2,2.03,7.03,0.087,2013
Jack Jewsbury,POR,D,2365,17,0.412,0,1.01,-1.01,12,0,0.88,1.9,0.107,2013
Nat Borchers,RSL,D,2700,9,0.222,1,2.04,-1.04,3,1,1.09,3.13,0.075,2013
Bradley Wright-Phillips,NYRB,F,358,12,0.167,1,2.04,-1.04,2,1,0.58,2.63,0.076,2013
David Ferreira,FCD,M,2589,32,0.094,3,4.05,-1.05,61,7,7.83,11.88,0.095,2013
Jeff Parke,PHI,D,2936,11,0.273,0,1.09,-1.09,11,1,0.78,1.87,0.084,2013
Todd Dunivant,LA,D,2357,8,0.375,0,1.09,-1.09,17,2,2.11,3.2,0.108,2013
Sebastien Le Toux,PHI,F,2371,34,0.382,3,4.09,-1.09,76,9,8.6,12.69,0.086,2013
Sean Franklin,LA,D,2902,15,0.067,1,2.09,-1.09,30,3,3.08,5.17,0.109,2013
Seth Sinovic,SKC,D,2972,16,0.188,0,1.12,-1.12,21,3,1.08,2.19,0.106,2013
Erik Hurtado,VAN,M,549,13,0.308,0,1.12,-1.12,7,2,0.87,1.99,0.086,2013
Clarence Goodson,SJ,D,835,9,0.222,0,1.12,-1.12,1,0,0.03,1.15,0.077,2013
Vitor Gomes Pereira Junior,LA,M,2928,50,0.36,1,2.14,-1.14,49,2,2.97,5.11,0.119,2013
Jeff Larentowicz,CHI,M,3010,45,0.267,2,3.18,-1.18,25,4,2.45,5.63,0.094,2013
Robbie Rogers,LA,M,624,18,0.278,0,1.21,-1.21,12,1,1.2,2.42,0.096,2013
Brad Evans,SEA,M,1872,37,0.135,4,5.23,-1.23,26,5,4.21,9.44,0.096,2013
Andy Dorman,NE,M,467,5,0.2,0,1.24,-1.24,3,1,0.43,1.67,0.094,2013
Steve Zakuani,SEA,M,518,10,0.1,0,1.24,-1.24,11,1,1.28,2.53,0.081,2013
Eric Hassli,FCD,F,490,16,0.25,0,1.27,-1.27,4,1,0.43,1.7,0.067,2013
Jason Johnson,HOU,F,477,17,0.118,1,2.27,-1.27,5,0,0.75,3.02,0.088,2013
Bobby Boswell,HOU,D,3063,16,0.125,0,1.3,-1.3,8,0,0.65,1.95,0.09,2013
Jacob Peterson,SKC,F,899,17,0.118,0,1.31,-1.31,8,0,0.5,1.81,0.067,2013
Justin Mapp,MTL,M,2278,34,0.235,2,3.32,-1.32,41,7,6.19,9.51,0.087,2013
Carlos Alvarez,CHV,M,2297,35,0.371,2,3.32,-1.32,30,3,1.86,5.17,0.093,2013
Matt Watson,VAN,M,1358,14,0.286,0,1.33,-1.33,11,1,0.64,1.97,0.079,2013
Chad Marshall,CLB,D,2814,21,0.048,1,2.34,-1.34,4,0,0.47,2.81,0.081,2013
Gabriel Farfan,CHV,M,1286,17,0.235,0,1.36,-1.36,8,0,0.54,1.91,0.094,2013
Sherjill MacDonald,CHI,F,613,11,0.091,0,1.37,-1.37,9,1,1.23,2.6,0.07,2013
Michael Fucito,SJ,F,258,8,0,0,1.38,-1.38,1,0,0.05,1.43,0.059,2013
Teal Bunbury,SKC,F,269,10,0.2,0,1.42,-1.42,2,1,0.3,1.71,0.06,2013
Sebastian Velasquez,RSL,M,982,20,0.3,0,1.42,-1.42,10,0,0.93,2.34,0.102,2013
Shea Salinas,SJ,M,2073,35,0.286,2,3.44,-1.44,65,6,7.89,11.33,0.108,2013
Aurelien Collin,SKC,D,2749,33,0.152,3,4.5,-1.5,7,1,0.69,5.19,0.106,2013
Diego Chara,POR,M,2922,10,0.3,0,1.57,-1.57,28,2,2.77,4.33,0.106,2013
Daniele Paponi,MTL,F,860,29,0.172,2,3.57,-1.57,13,1,1,4.57,0.054,2013
Frederic Piquionne,POR,F,865,30,0.133,1,2.59,-1.59,12,4,1.17,3.76,0.069,2013
Devon Sandoval,RSL,F,943,18,0.222,3,4.61,-1.61,11,0,1.11,5.72,0.054,2013
Keon Daniel,PHI,M,1826,27,0.556,0,1.66,-1.66,33,1,2.84,4.5,0.109,2013
Lee Nguyen,NE,M,3031,56,0.464,4,5.73,-1.73,56,6,6.27,12.01,0.113,2013
Ryan Finley,CLB,F,494,18,0.278,1,2.82,-1.82,2,1,0.2,3.01,0.047,2013
Jack McBean,LA,F,602,19,0.105,1,2.88,-1.88,3,0,0.19,3.08,0.065,2013
Jerry Bengtson,NE,F,1116,20,0.15,1,2.9,-1.9,10,0,0.78,3.68,0.051,2013
Jose Correa,CHV,F,1121,18,0.167,1,2.91,-1.91,12,0,0.55,3.46,0.065,2013
Michael Farfan,PHI,M,2128,40,0.35,1,2.95,-1.95,32,1,2.94,5.89,0.112,2013
Osvaldo Alonso,SEA,M,2343,33,0.576,0,1.97,-1.97,16,1,0.87,2.84,0.126,2013
Andrew Wenger,MTL,F,954,24,0.292,1,2.98,-1.98,14,3,2.18,5.15,0.067,2013
Jackson Goncalves,FCD,M,2521,61,0.23,3,5.01,-2.01,33,3,3.25,8.26,0.083,2013
Darren Mattocks,VAN,F,1007,45,0.267,3,5.1,-2.1,15,1,0.82,5.92,0.063,2013
Carlos Ruiz,DCU,F,575,20,0.3,0,2.2,-2.2,7,0,0.59,2.8,0.059,2013
Dwayne De Rosario,DCU,M,1693,59,0.237,3,5.2,-2.2,30,2,3.02,8.22,0.089,2013
Chris Pontius,DCU,M,1850,40,0.325,2,4.21,-2.21,32,3,2.09,6.3,0.091,2013
Juan Luis Anangono,CHI,F,890,34,0.059,2,4.33,-2.33,9,1,0.89,5.22,0.08,2013
Peguy Luyindula,NYRB,F,957,21,0.19,1,3.42,-2.42,15,6,1.75,5.17,0.073,2013
Fabian Castillo,FCD,M,2302,45,0.222,2,4.49,-2.49,34,5,3.97,8.46,0.086,2013
Rafael Baca,SJ,M,2551,30,0.4,0,2.53,-2.53,19,2,2.05,4.58,0.102,2013
Jeremy Brockie,TOR,F,1145,31,0.129,1,3.58,-2.58,11,3,1.56,5.14,0.069,2013
Jose Villarreal,LA,F,1173,37,0.189,2,4.66,-2.66,24,1,2.06,6.72,0.068,2013
Jairo Arrieta,CLB,F,1967,64,0.141,3,5.79,-2.79,31,4,2.67,8.46,0.067,2013
Chris Rolfe,CHI,F,2228,69,0.232,4,6.81,-2.81,40,1,2.95,9.76,0.089,2013
Chris Wondolowski,SJ,F,2786,101,0.178,11,14.01,-3.01,39,2,3.17,17.18,0.075,2013
Kenny Cooper,FCD,F,1854,45,0.111,6,9.21,-3.21,16,1,1.09,10.3,0.055,2013
Gyasi Zardes,LA,F,2289,78,0.167,4,7.32,-3.32,30,2,4.24,11.56,0.074,2013
Will Bruin,HOU,F,2738,98,0.153,8,13.66,-5.66,39,7,4.81,18.47,0.059,2013
Lee Nguyen,NE,M,2908,83,0.313,18,8.65,9.35,67,4,5.35,14,0.113,2014
Joao Plata,RSL,F,2170,56,0.143,13,6.45,6.55,48,3,5.6,12.06,0.062,2014
Luis Silva,DCU,F,1637,39,0.256,11,5.48,5.52,27,3,2.78,8.26,0.084,2014
Maximiliano Urruti,POR,F,1243,47,0.17,10,4.68,5.32,13,2,1.75,6.43,0.055,2014
Ethan Finlay,CLB,M,2031,50,0.18,11,5.73,5.27,31,6,4.01,9.74,0.062,2014
Fabian Espindola,DCU,F,2352,68,0.235,11,5.73,5.27,64,8,7.74,13.47,0.102,2014
Gyasi Zardes,LA,F,2637,74,0.108,16,11.07,4.93,28,2,3.47,14.54,0.065,2014
Bradley Wright-Phillips,NYRB,F,2619,109,0.165,27,22.62,4.38,19,1,2.12,24.74,0.056,2014
Justin Meram,CLB,M,1785,52,0.25,8,3.73,4.27,24,4,2.18,5.91,0.082,2014
Harrison Shipp,CHI,M,2385,40,0.175,7,2.91,4.09,62,6,4.86,7.77,0.106,2014
Lamar Neagle,SEA,M,2424,49,0.122,9,5.73,3.27,31,7,5.15,10.88,0.085,2014
Diego Valeri,POR,M,2854,104,0.279,11,7.84,3.16,101,10,10.89,18.73,0.115,2014
Andres Romero,MTL,M,2292,31,0.29,6,2.85,3.15,35,3,3.57,6.42,0.095,2014
Dominic Dwyer,SKC,F,2977,113,0.221,22,18.93,3.07,18,1,1.5,20.42,0.048,2014
Chad Barrett,SEA,F,972,31,0.097,7,3.96,3.04,10,1,1.27,5.24,0.08,2014
Chris Rolfe,DCU,M,1840,34,0.206,6,2.98,3.02,20,4,1.55,4.52,0.079,2014
Obafemi Martins,SEA,F,2906,78,0.115,17,14.09,2.91,56,12,6.16,20.25,0.08,2014
Marco Pappa,SEA,M,2077,62,0.339,6,3.18,2.82,44,4,4.55,7.73,0.129,2014
Thierry Henry,NYRB,F,2708,86,0.244,10,7.26,2.74,76,10,9.85,17.1,0.097,2014
Michel Garbini Pereira,FCD,M,1939,36,0.611,8,5.28,2.72,32,4,3.52,8.8,0.127,2014
Stefan Ishizaki,LA,M,1994,35,0.457,5,2.3,2.7,52,4,5.72,8.01,0.096,2014
Luke Mulholland,RSL,M,2262,41,0.22,6,3.36,2.64,36,6,3.52,6.88,0.091,2014
Ignacio Piatti,MTL,M,470,15,0.133,4,1.4,2.6,9,0,0.61,2.01,0.1,2014
Jose Mari,COL,M,1740,34,0.324,4,1.48,2.52,13,0,0.5,1.98,0.123,2014
Omar Gonzalez,LA,D,2096,18,0.056,4,1.67,2.33,6,1,1.02,2.69,0.101,2014
Andy Rose,SEA,M,612,7,0.286,3,0.79,2.21,7,0,0.4,1.19,0.098,2014
Graham Zusi,SKC,F,2292,32,0.312,5,2.8,2.2,69,5,6.2,9,0.101,2014
Blas Perez,FCD,F,2357,55,0.255,11,8.84,2.16,24,5,3.05,11.89,0.074,2014
Chris Wondolowski,SJ,F,2600,77,0.182,14,12.02,1.98,30,5,2.52,14.54,0.072,2014
Perry Kitchen,DCU,M,3070,18,0.056,4,2.16,1.84,15,3,1.15,3.31,0.093,2014
Rodney Wallace,POR,M,1127,24,0.167,5,3.17,1.83,10,1,2.26,5.43,0.089,2014
Robert Earnshaw,CHI,F,197,10,0.2,3,1.28,1.72,1,0,0.11,1.39,0.047,2014
Sebastien Le Toux,PHI,M,2162,50,0.3,12,10.28,1.72,40,5,5.13,15.41,0.082,2014
Gaston Fernandez,POR,F,1580,37,0.216,7,5.29,1.71,38,1,2.86,8.14,0.087,2014
Diego Chara,POR,M,2837,9,0.111,2,0.31,1.69,28,4,1.59,1.9,0.105,2014
Javier Morales,RSL,M,2811,64,0.469,9,7.32,1.68,98,12,9.03,16.35,0.138,2014
Cordell Cato,SJ,M,1803,20,0.45,3,1.42,1.58,16,2,1.95,3.37,0.088,2014
Jermain Defoe,TOR,F,1726,58,0.241,11,9.42,1.58,22,2,3.02,12.44,0.055,2014
Robbie Keane,LA,F,2696,122,0.156,19,17.5,1.5,52,9,8.46,25.97,0.073,2014
Mauro Diaz,FCD,M,1068,20,0.55,3,1.52,1.48,22,2,2.83,4.35,0.12,2014
David Texeira,FCD,F,932,19,0.053,4,2.57,1.43,7,0,0.58,3.15,0.051,2014
Marvin Chavez,CHV,M,796,11,0.364,2,0.63,1.37,8,0,0.33,0.95,0.084,2014
Soony Saad,SKC,F,997,30,0.2,3,1.7,1.3,16,1,2.28,3.98,0.071,2014
Fabian Castillo,FCD,M,2544,74,0.257,10,8.72,1.28,19,3,2.6,11.32,0.08,2014
Brian Brown,PHI,F,263,5,0,2,0.75,1.25,2,1,0.2,0.95,0.062,2014
Dax McCarty,NYRB,M,2725,24,0.375,3,1.76,1.24,19,2,1.1,2.86,0.123,2014
Sheanon Williams,PHI,D,2217,17,0.235,3,1.78,1.22,19,2,2.01,3.79,0.108,2014
Kendall Waston,VAN,D,886,12,0,2,0.85,1.15,2,0,0.16,1.01,0.088,2014
Sebastian Fernandez,VAN,M,2074,55,0.164,5,3.86,1.14,22,0,2.58,6.44,0.079,2014
Atiba Harris,SJ,M,1752,31,0.29,4,2.91,1.09,15,1,0.97,3.88,0.087,2014
Yannick Djalo,SJ,F,1196,36,0.306,3,1.95,1.05,17,1,0.97,2.92,0.099,2014
Kelyn Rowe,NE,M,2069,60,0.2,5,3.97,1.03,44,4,4.23,8.2,0.099,2014
Marco Delgado,CHV,M,1231,12,0.417,2,0.97,1.03,11,1,1.28,2.25,0.089,2014
Conor Casey,PHI,F,1488,39,0.154,8,6.98,1.02,21,1,2.24,9.22,0.071,2014
Luis Gil,RSL,M,1576,20,0.25,2,1,1,21,2,2.34,3.34,0.089,2014
Kamani Hill,COL,M,911,17,0.294,2,1.03,0.97,18,0,1.46,2.49,0.093,2014
Dilly Duka,MTL,M,1429,29,0.172,3,2.04,0.96,18,2,2.53,4.57,0.079,2014
Peguy Luyindula,NYRB,F,1485,23,0.174,5,4.06,0.94,21,1,2.18,6.24,0.081,2014
Jermaine Jones,NE,M,652,17,0.294,2,1.11,0.89,4,2,0.42,1.53,0.143,2014
Baggio Husidic,LA,M,2393,44,0.25,5,4.12,0.88,36,3,2.52,6.64,0.088,2014
Taylor Kemp,DCU,D,1253,5,0.4,1,0.14,0.86,4,2,0.4,0.54,0.106,2014
Bernardo Anor,CLB,M,1800,53,0.302,6,5.15,0.85,19,0,1.57,6.73,0.101,2014
Warren Creavalle,TOR,D,1590,3,0.333,1,0.16,0.84,8,0,0.42,0.58,0.103,2014
Jorge Villafa–a,POR,D,1694,4,0.5,1,0.17,0.83,17,2,1.67,1.84,0.105,2014
Victor Bernardez,SJ,D,2479,8,0.5,2,1.18,0.82,4,1,0.62,1.79,0.091,2014
Kyle Beckerman,RSL,M,2788,49,0.163,3,2.18,0.82,28,2,1.74,3.92,0.125,2014
Je-Vaughn Watson,FCD,M,2902,29,0.241,4,3.18,0.82,18,1,1.73,4.92,0.094,2014
Shane O'Neill,COL,D,1908,6,0.333,1,0.22,0.78,1,0,0.18,0.4,0.092,2014
Kristopher Tyrpak,CHV,F,196,1,0,1,0.23,0.77,2,1,0.41,0.65,0.072,2014
John Neeskens,COL,M,290,5,0.6,1,0.24,0.76,3,0,0.1,0.33,0.1,2014
Will Bruin,HOU,F,2292,68,0.176,10,9.24,0.76,35,1,3.45,12.69,0.058,2014
Lawrence Olum,SKC,M,1985,14,0.286,2,1.27,0.73,7,1,0.42,1.69,0.098,2014
Agustin Viana,CLB,M,308,5,0.2,1,0.28,0.72,3,0,0.15,0.44,0.12,2014
Wil Trapp,CLB,M,2653,11,0.273,1,0.29,0.71,23,3,1.29,1.57,0.123,2014
Mark Sherrod,HOU,F,260,9,0.111,2,1.32,0.68,4,1,0.39,1.71,0.077,2014
Maxim Tissot,MTL,D,840,10,0.3,2,1.33,0.67,7,0,0.71,2.04,0.095,2014
Jose Leonardo Ribeiro da Silva,LA,D,2045,8,0.125,1,0.36,0.64,2,0,0.09,0.45,0.084,2014
Sam Cronin,SJ,M,2892,26,0.154,2,1.36,0.64,39,0,2.94,4.3,0.107,2014
Zach Pfeffer,PHI,M,116,2,0,1,0.37,0.63,1,0,0.07,0.44,0.097,2014
Claudio Bieler,SKC,F,483,12,0.25,2,1.38,0.62,2,0,0.06,1.44,0.054,2014
Landon Donovan,LA,M,2958,66,0.318,10,9.39,0.61,110,14,11.02,20.42,0.106,2014
Jose Goncalves,NE,D,2528,10,0.2,1,0.39,0.61,6,0,0.27,0.66,0.107,2014
Aaron Schoenfeld,CLB,F,798,24,0.083,3,2.4,0.6,6,1,0.41,2.81,0.052,2014
Zach Loyd,FCD,D,2650,5,0.4,1,0.4,0.6,7,0,0.47,0.87,0.095,2014
Drew Moor,COL,D,2018,15,0.067,2,1.42,0.58,6,1,0.53,1.95,0.103,2014
Carlos Salcedo,RSL,D,887,3,0.333,1,0.42,0.58,2,0,0.09,0.51,0.086,2014
Marc Burch,COL,D,1961,11,0.636,1,0.43,0.57,29,3,3.16,3.59,0.108,2014
Kevin Alston,NE,D,732,3,0,1,0.44,0.56,8,2,0.69,1.13,0.098,2014
Pedro Ribeiro,PHI,M,381,11,0.091,2,1.46,0.54,4,0,0.37,1.83,0.066,2014
Sebastian Velasquez,RSL,M,258,4,0,1,0.46,0.54,9,2,0.66,1.12,0.107,2014
Chris Schuler,RSL,D,2304,14,0.214,3,2.5,0.5,7,1,0.87,3.37,0.084,2014
Charlie Davies,NE,F,1203,17,0.235,3,2.5,0.5,15,4,1.73,4.23,0.046,2014
Carlyle Mitchell,VAN,D,765,5,0.2,1,0.52,0.48,0,0,0,0.52,0.075,2014
Nicolas Mezquida,VAN,M,475,11,0.182,2,1.52,0.48,9,0,1.06,2.59,0.092,2014
Issey Nakajima-Farran,MTL,M,878,17,0.176,2,1.54,0.46,5,0,0.42,1.96,0.079,2014
Bradley Orr,TOR,D,1251,3,0,1,0.54,0.46,3,1,0.35,0.89,0.088,2014
Bobby Burling,CHV,D,1931,9,0.111,1,0.56,0.44,3,0,0.73,1.29,0.081,2014
Alvas Powell,POR,D,1199,14,0.286,2,1.56,0.44,13,2,0.89,2.45,0.099,2014
Tesho Akindele,FCD,F,1856,30,0.233,7,6.56,0.44,30,3,2.98,9.54,0.072,2014
Ruben Bover Izquierdo,NYRB,F,288,5,0.2,1,0.57,0.43,4,0,0.56,1.13,0.093,2014
Grant Ward,CHI,M,1120,15,0.2,1,0.61,0.39,11,2,1.23,1.84,0.089,2014
Helbert (Fred) da Silva,PHI,M,389,8,0.375,1,0.63,0.37,2,0,0.41,1.05,0.103,2014
Jonathan Osorio,TOR,M,2262,17,0.294,3,2.65,0.35,31,2,2.1,4.75,0.101,2014
Davy Arnaud,DCU,M,2778,21,0.238,2,1.68,0.32,22,0,1.58,3.26,0.098,2014
Chris Pontius,DCU,M,293,6,0,1,0.69,0.31,1,0,0.17,0.86,0.095,2014
Jacob Peterson,SKC,F,1434,24,0.208,2,1.7,0.3,18,2,1.91,3.61,0.076,2014
Calum Mallace,MTL,M,1228,13,0.385,1,0.71,0.29,16,3,1.5,2.21,0.112,2014
Mamadou Danso,MTL,D,1077,8,0,1,0.74,0.26,2,0,0.34,1.09,0.084,2014
Kenny Miller,VAN,F,671,15,0.2,3,2.74,0.26,9,1,0.81,3.55,0.071,2014
Andres Escobar,FCD,M,1724,23,0.261,2,1.75,0.25,25,4,2.85,4.61,0.086,2014
Marlon Hairston,COL,M,1066,12,0.333,1,0.78,0.22,17,1,1.4,2.18,0.089,2014
Giancarlo Gonzalez,CLB,D,1631,9,0,1,0.78,0.22,0,0,0,0.78,0.091,2014
Will Johnson,POR,M,2603,59,0.542,6,5.78,0.22,21,1,1.87,7.66,0.098,2014
Gabriel Torres,COL,F,1128,26,0.385,3,2.79,0.21,21,1,1.8,4.59,0.066,2014
Jordan Harvey,VAN,D,3162,16,0.125,2,1.81,0.19,24,0,1.53,3.34,0.099,2014
Thomas McNamara,CHV,M,485,6,0.333,1,0.82,0.18,5,0,0.46,1.27,0.078,2014
Federico Higuain,CLB,M,2637,72,0.417,11,10.83,0.17,89,6,6.83,17.66,0.12,2014
Vicente Sanchez,COL,M,1027,25,0.32,6,5.83,0.17,25,0,2.67,8.5,0.091,2014
Kalif Alhassan,POR,M,658,14,0.214,1,0.83,0.17,5,1,0.34,1.18,0.088,2014
Pa Modou Kah,POR,D,1879,5,0,1,0.83,0.17,2,0,0.19,1.02,0.095,2014
Florent Sinama-Pongolle,CHI,F,411,9,0.333,1,0.89,0.11,10,0,0.66,1.55,0.082,2014
Liam Ridgewell,POR,D,1444,10,0.1,2,1.89,0.11,5,1,0.3,2.19,0.089,2014
Darrius Barnes,NE,D,1739,6,0,1,0.9,0.1,6,2,1.6,2.5,0.085,2014
Felix Borja,CHV,F,1046,24,0.083,3,2.9,0.1,8,0,0.58,3.48,0.052,2014
Eddie Johnson,DCU,F,2161,42,0.143,7,6.9,0.1,19,3,1.52,8.42,0.083,2014
Martin Perez Garcia,SJ,F,414,9,0.333,1,0.9,0.1,4,1,0.27,1.17,0.094,2014
Agustin Pelletieri,CHV,M,1863,10,0.3,1,0.9,0.1,8,0,0.62,1.52,0.086,2014
Matt Hedges,FCD,D,3096,18,0.056,3,2.91,0.09,4,1,0.98,3.89,0.087,2014
Nick Hagglund,TOR,D,2237,22,0.182,2,1.91,0.09,11,2,1.68,3.59,0.103,2014
Paulo Nagamura,SKC,M,1843,28,0.321,2,1.94,0.06,17,2,1.6,3.54,0.069,2014
Gonzalo Pineda,SEA,M,2461,16,0.562,3,2.95,0.05,44,5,3.69,6.64,0.12,2014
Sanna Nyassi,CHI,M,765,18,0.167,2,1.95,0.05,8,1,0.52,2.48,0.085,2014
Benji Joya,CHI,M,614,16,0.5,1,0.99,0.01,4,0,0.18,1.17,0.087,2014
Adam Bedell,CLB,F,685,14,0.071,2,2,0,7,0,0.99,2.98,0.054,2014
Emanuel Pogatetz,CLB,D,60,0,,0,0,0,0,0,0,0,0.079,2014
Andreas Gorlitz,SJ,D,236,0,,0,0,0,2,0,0.28,0.28,0.108,2014
Nick Rimando,RSL,GK,2406,0,,0,0,0,2,0,0.09,0.09,0.061,2014
Jon Busch,SJ,GK,3361,0,,0,0,0,0,0,0,0,0.067,2014
Donovan Ricketts,POR,GK,2990,0,,0,0,0,2,0,0.09,0.09,0.05,2014
Akira Kaji,CHV,D,1346,0,,0,0,0,9,1,0.94,0.94,0.119,2014
Julio Cesar,TOR,GK,765,0,,0,0,0,0,0,0,0,0.062,2014
Rais Mbolhi,PHI,GK,379,0,,0,0,0,0,0,0,0,0.055,2014
Jaime Penedo,LA,GK,2864,0,,0,0,0,0,0,0,0,0.053,2014
Luis Robles,NYRB,GK,3164,0,,0,0,0,0,0,0,0,0.059,2014
Andy Gruenebaum,SKC,GK,1005,0,,0,0,0,0,0,0,0,0.061,2014
Troy Perkins,MTL,GK,2104,0,,0,0,0,2,1,0.17,0.17,0.066,2014
Tyson Wahl,CLB,D,1490,0,,0,0,0,1,0,0.11,0.11,0.085,2014
Eric Kronberg,SKC,GK,2032,0,,0,0,0,0,0,0,0,0.052,2014
